"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"CNEDA","Contribution","Contribution","Contributions under the Aboriginal Business Canada program","Contributions en vertu du programme Enterprise autochtone Canada",0,0,0,0,0,0,0,0,2458976,2458976
"CNEDA","Contribution","Contribution","Contributions under the Recreational Infrastructure Canada program","Contributions en vertu du programme d'Infrastructure de loisirs Canada",0,0,0,0,1287917,1253515,0,0,0,0
"CNEDA","Contribution","Contribution","Contributions under the Recreational Infrastructure Canada program","Contributions en vertu du programme d'Infrastructure de loisirs Canada",0,0,0,0,0,0,0,0,0,0
"CNEDA","Grant","Subvention","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Items not required for the current year","Éléments non requis pour l'exercice en cours",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Nutrition North Program Canada","Initiative Nutrition Nord Canada",0,0,0,0,0,0,1000000,1000000,0,0
"CNEDA","Contribution","Contribution","Payments to support Indians, Inuit and Innu for the purpose of supplying public services in economic development","Paiements aux Indiens, Inuits et Innus devant servir à fournir des services publics dans les domaine du développement économique",8568459,8336871,8568459,8336871,9559550,8589856,0,0,0,0
"CNEDA","Contribution","Contribution","Payments to support Indians, Inuit and Innu for the purpose of supplying public services in economic development","Paiements aux Indiens, Inuits et Innus devant servir à fournir des services publics dans les domaine du développement économique",0,0,0,0,0,0,0,0,0,0
"CNEDA","Contribution","Contribution","Payments to support Indians, Inuit and Innu for the purpose of supplying public services in economic development","Paiements aux Indiens, Inuits et Innus devant servir à fournir des services publics dans les domaine du développement économique",0,0,0,0,0,0,9500000,8935679,0,0
"CNEDA","Contribution","Contribution","Payments to support Indians, Inuit and Innu for the purpose of supplying public services in economic development","Paiements aux Indiens, Inuits et Innus devant servir à fournir des services publics dans les domaine du développement économique",0,0,0,0,0,0,0,0,9341024,8386491
"CNEDA","Contribution","Contribution","Recreational Infrastructure Canada","Infrastructures de loisirs Canada",0,0,0,0,0,0,21800,7177,0,0
"CNEDA","Contribution","Contribution","(S) Community Adjustment Fund","(S) Fonds d'adaptation des collectivités",0,0,0,0,1485768,1485768,0,0,0,0
"CNEDA","Contribution","Contribution","(S) Community Adjustment Fund","(S) Fonds d'adaptation des collectivités",0,0,0,0,0,0,0,0,0,0
"CNEDA","Grant","Subvention","(S) Community Adjustment Fund in Yukon, the Northwest Territories and Nunavut (Budget Implementation Act, 2009)","(S) Fonds d'adaptation des collectivités pour le Yukon, les Territoires du Nord-Ouest et le Nunavut (Mise en oeuvre de la loi budgétaire 2009)",13963580,13963580,13963580,13963580,0,0,0,0,0,0
"H","Contribution","Contribution","Assessed contribution to the Pan-American Health Organization (PAHO)","Contribution établie versée à l'Organisation panaméricaine de la santé (OPS)",12974726,12974726,12974726,12974726,13221614,13221614,12500000,12375290,12039402,11869615
"H","Contribution","Contribution","Canada Brain Research Fund to Advance Knowledge for the Treatment of Brain Disorders","Fonds canadien de recherche sur le cerveau pour faire progresser les connaissances sur le traitement des troubles du cerveau",0,0,0,0,0,0,10000000,10000000,0,0
"H","Contribution","Contribution","Contributions for Bigstone non-insured health benefits pilot project","Contributions au projet pilote de prestations en soins de santé non assurés de Bigstone",10406625,10406625,10406625,10406625,10920507,10920507,0,0,0,0
"H","Contribution","Contribution","Contributions for First Nations and Inuit community programs","Contributions aux programmes communautaires des Premières nations et des Inuits",265859314,265859314,265859314,265859314,180696801,179990995,0,0,0,0
"H","Contribution","Contribution","Contributions for First Nations and Inuit health  benefits","Contributions aux prestations en soins de santé des Premières nations et des Inuits",167204937,166654937,167204937,166654937,168107588,168107588,0,0,0,0
"H","Contribution","Contribution","Contributions for First Nations and Inuit health facilities and capital program","Contributions aux programmes d'établissements de santé et d'immobilisations des Premières nations et des Inuits",98718822,98718822,98718822,98718822,116279740,116279740,0,0,0,0
"H","Contribution","Contribution","Contributions for First Nations and Inuit health infrastructure support","Contributions au soutien à l'infrastructure de santé des Premières nations et des Inuits",164172017,164172017,164172017,164172017,84303935,76863935,263397373,263397373,264499071,264499071
"H","Contribution","Contribution","Contributions for First Nations and Inuit health protection","Contributions à la protection de la santé des Premières nations et des Inuits",29419713,27405429,29419713,27405429,21661530,21661530,0,0,0,0
"H","Contribution","Contribution","Contributions for First Nations and Inuit primary health care","Contributions aux soins de santé primaires des Premières nations et des Inuits",144619190,144619190,144619190,144619190,103255331,103255331,698852522,698521456,703217967,700514841
"H","Contribution","Contribution","Contributions for First Nations and Inuit supplementary health benefits","Contributions aux prestations supplémenaires en santé des Premières nations et des Inuits",0,0,0,0,0,0,191429783,187122431,197620122,195604335
"H","Contribution","Contribution","Contributions for the Indian residential schools resolution health support program","Contributions au Programme de soutien en santé-résolution des questions des pensionnats indiens",24122000,24045273,24122000,24045273,33442462,33442462,0,0,0,0
"H","Contribution","Contribution","Contributions in support of the federal tobacco control strategy","Contributions à l'appui de la Stratégie fédérale de lutte contre le tabagisme",12709382,12709381,12709382,12709381,15759000,15674142,15759000,15541004,2000000,0
"H","Contribution","Contribution","Contributions program to improve access to health services for official language minority communities","Programme de contributions pour améliorer l'accès aux services de santé offerts aux communautés de langue officielle en situation minoritaire",35509600,35509600,35509600,35509600,0,0,0,0,0,0
"H","Contribution","Contribution","Contribution to strengthen Canada's organs and tissues donation and transplantation system","Contribution destinée à renforcer le système de don et de transplantation de tissus et d'organes au Canada",3580000,3551280,3580000,3551280,3580000,3580000,3580000,3580000,3580000,3580000
"H","Contribution","Contribution","Contribution to the Canadian institute for Health Information","Contribution à l?Institut canadien d?information sur la santé",0,0,0,0,0,0,0,0,81746294,81746294
"H","Contribution","Contribution","Contribution to the Canadian partnership against cancer","Contribution au Partenariat canadien contre le cancer",0,0,0,0,0,0,0,0,50000000,50000000
"H","Contribution","Contribution","Contribution to the Organization for the Advancement of Aboriginal People's Health","Contribution à l'Organisation pour la promotion de la santé des peuples autochtones",5000000,5000000,5000000,5000000,4411520,4411520,0,0,0,0
"H","Contribution","Contribution","Drug Strategy Community Initiatives Fund","Fonds des initiatives communautaires de la stratégie antidrogue",9007596,9007596,9007596,9007596,12378153,12378153,11515000,10072244,9800605,9800605
"H","Contribution","Contribution","Drug treatment funding program","Programme de financement du traitement de la toxicomanie",5992750,5878622,5992750,5878622,27960712,16485332,29858570,27702134,27883419,27883419
"H","Contribution","Contribution","First Nations and Inuit health services transfer","Transfert des services de santé aux Premières nations et aux Inuits",266379516,266379516,266379516,266379516,448144825,448144825,0,0,0,0
